Text,Rätt Kategori,Modell_Kategori,Tid (s),Rätt,Model,Antal Artiklar,Korrekt Klassifikation,Accuracy,Precision,Recall,CPU,GPU,Genomsnitt tid för artiklar
"EU aiming to fuel development aid

European Union finance ministers meet on Thursday to discuss proposals, including a t...",business,"Thinking...
We need to read the article: It's about EU finance ministers meeting to discuss proposals, including a tax on jet fuel to boost development aid. The main topic is development aid, finance, tax. This falls under business/finance or economy. The instructions: ""If you think the category is economy write instead 'business'."" So answer should be ""business"".

Only output one word: business.

Check other potential categories: Politik, Sport, Hälsa, Kultur. The article is about finance policy, development aid. So business.

Thus output: business.
...done thinking.

business",1.3,False,,,,,,,,,
"German business confidence slides

German business confidence fell in February knocking hopes of a speedy recovery in Eu...",business,"Thinking...
The article is about German business confidence, economic indicators. So category is business.
...done thinking.

business",0.49,False,,,,,,,,,
"FAO warns on impact of subsidies

Billions of farmers' livelihoods are at risk from falling commodity prices and protect...",business,"Thinking...
The user wants to classify the article into one category: a single word. Must respond only with a category in English. They say if they think it's economy, use ""business"". This article is about subsidies affecting agriculture, trade barriers, etc. It's economic in nature, so category ""business"". Must answer with only that word.
...done thinking.

Business",0.96,False,,,,,,,,,
"India seeks to boost construction

India has cleared a proposal allowing up to 100% foreign direct investment in its con...",business,"Thinking...
We need to categorize article in a single word category. Article about FDI in construction. It's about policy change, economic. They say ""If you think economy then answer business"". So category should be ""business"". Ensure single word. Output in English.
...done thinking.

Business",0.92,False,,,,,,,,,
"Boeing unveils new 777 aircraft

US aircraft firm Boeing has unveiled its new long-distance 777 plane, as it tries to re...",business,"Thinking...
We need to read the article. It's about Boeing unveiling new 777 aircraft, competition with Airbus, industry context. Category: business (economy). It's a business/industry news. Should output ""business"".
...done thinking.

Business",0.87,False,,,,,,,,,
"Circuit City gets takeover offer

Circuit City Stores, the second-largest electronics retailer in the US, has received a...",business,"Thinking...
The user provides a Swedish instruction: ""Läs följande nyhetsartikel och kategorisera den i EN enkel kategori"". They instruct: ""Du får endast svara med en kategori, du får inte spara din tankegång i CSV filen för då fungerar inte kalkylatorerna."" They want a single word, category. They say: ""Svara endast med en kategori (t.ex. Politik, Sport, Hälsa, Ekonomi, Kultur, etc.)"". ""Svara bara med en kategori, skriv ej Bussiness (economy) exempelvis utan endast svara med EN kategori"". ""Svara på Engelska"". ""Om du tänker klassifiera kategorin som ekonomi skriv istället 'business'."" So we need to output a single word in English. The article is about a takeover offer for Circuit City, a business transaction. So category: ""business"". That fits the instruction: ""If you think to classify as economy, write instead 'business'."" So answer: business.
...done thinking.

business",2.18,False,,,,,,,,,
"Japan turns to beer alternatives

Japanese brewers are increasingly making money from beer-flavoured drinks rather than ...",business,"Thinking...
We must respond with a single word category. Must be in English. Options: Politik, Sport, Hälsa, Ekonomi, Kultur. But they say if we think economy, write ""business"". The article is about beer alternatives, taxes, market growth. So category business. Must respond only with a category, one word. So ""business"".
...done thinking.

business",0.98,False,,,,,,,,,
"S Korean consumers spending again

South Korea looks set to sustain its revival thanks to renewed private consumption, i...",business,"Thinking...
We need to read the article and categorize in a single word. The article is about South Korean consumer spending, economic revival, central bank, interest rates, inflation, growth. Category should be ""business"" according to instruction: ""If you think to classify as ekonomi write instead 'business'."" So the category is ""business"".

Check instructions: We must answer only one word, no other text, in English. So answer: business.

...done thinking.

business",1.1,False,,,,,,,,,
"German growth goes into reverse

Germany's economy shrank 0.2% in the last three months of 2004, upsetting hopes of a su...",business,"Thinking...
We need to categorize the article into a single category: possible categories: Politik, Sport, Hälsa, Ekonomi, Kultur, etc. They say: ""If you think of economy category, instead write 'business'"". They also instruct to respond only with one word category, in English. So likely category: ""Business"" or ""Economy""? They said: ""If you think of 'ekonomi' category, write 'business' instead."" So the correct answer is ""Business"".

Thus output: Business.
...done thinking.

Business",1.29,False,,,,,,,,,
"Turkey-Iran mobile deal 'at risk'

Turkey's investment in Iran's mobile industry looks set to be scrapped after its bigg...",business,"Thinking...
We need to choose a single word category in English, one word, like Politics, Sport, Health, Business, Culture, etc. The article is about a mobile deal between Turkey and Iran, investment, parliament vote, national security, foreign investment, economic consequences. The category could be ""Business"" (if we classify as economy). But the instructions: ""Om du tänker klassifiera kategorin som ekonomi skriv istället 'business'."" So if we consider economy, we should write ""business"". Alternatively, ""Politics"" might be relevant because parliament vote, national security, etc. But the article is primarily about the business deal, investment, potential scrapping of deal. The key subject: Turkish investment in Iran's mobile industry, a corporate deal. It also touches on politics. The category likely is Business. So output: business.
...done thinking.

business",1.82,False,,,,,,,,,
"EU ministers to mull jet fuel tax

European Union finance ministers are meeting on Thursday in Brussels, where they are ...",business,"Thinking...
We need to read article, categorize into a single word category. Options: Politics, Sport, Health, Economy, Culture, etc. Also note that if we think economics, we must say ""business"". The article is about EU ministers discussing jet fuel tax, financing aid, etc. It's political discussion, about policy. So category likely ""politics"". Also business? It's about tax, revenue. But instruction: If you think category is economics, write ""business"". But this is political decision. The article is about EU ministers (political body) discussing tax. So category ""politics"". Must be one word. Also we must respond in English. So ""politics"".
...done thinking.

politics",1.57,False,,,,,,,,,
"Palestinian economy in decline

Despite a short-lived increase in Palestinian jobs in 2003, the economy is performing we...",business,"Thinking...
We need to respond with a single category word. Article is about Palestinian economy decline. So category ""business"". Must be only that word, no other text. Also in English. So answer: ""business"".
...done thinking.

business",0.74,False,,,,,,,,,
"China had role in Yukos split-up

China lent Russia $6bn (£3.2bn) to help the Russian government renationalise the key Y...",business,"Thinking...
We need to read article: It's about China financing Russia's purchase of Yugansk, deals with oil, finance. So category: business. Ensure answer in English, only one word. So ""business"".
...done thinking.

business",0.83,False,,,,,,,,,
"Deadline nears for Fiat-GM deal

Fiat and General Motors (GM) have until midnight on 1 February to settle a disagreement...",business,"Thinking...
We need to read the article. It's about Fiat and GM deal, business, but they want category: economy or business? The instruction: ""Om du tänker klassifiera kategorin som ekonomi skriv istället 'business'"". So use ""business"". So output just the word: business.
...done thinking.

business",0.88,False,,,,,,,,,
"ID theft surge hits US consumers

Almost a quarter of a million US consumers complained of being targeted for identity t...",business,"Thinking...
We need to read article, categorize into one word. The article about identity theft surge, consumer complaints, fraud, internet, etc. Category: business? But we have instructions: ""If you think the category is economy write 'business' instead."" The article deals with identity theft, consumer complaints, financial fraud. This is definitely business or economy. So answer ""business"". Also we need to answer only with a single category in English. So output: business.
...done thinking.

business",1.19,False,,,,,,,,,
"Argentina, Venezuela in oil deal

Argentina and Venezuela have extended a food-for-oil deal, which helped the former to ...",business,"Thinking...
We must pick a single category. The article is about Argentina and Venezuela in oil deal. It's political/energy. The allowed categories: Politic, Sport, Health, Economy, Culture, etc. But rule says if think economy, write ""business"". So we choose ""politics"" or ""business""? The article deals with energy deals, which is economy, but also politics. It's a government agreement. According to rule, if classify as economy, use ""business"". Should we choose ""politics"" because it's a political deal? The article includes president signing, but it's about economic energy trade. The instructions: ""Svara endast med en kategori (t.ex. Politik, Sport, Hälsa, Ekonomi, Kultur, etc.)"". They also said ""Om du tänker klassifiera kategorin som ekonomi skriv istället ""business"". So choose ""business"" or ""politics"". Since it's a bilateral deal between governments, maybe ""politics"". But it's also business. Which to choose? They emphasize the rule about economy: if think economy, write ""business"". So we can choose ""business"". Let's do ""business"".
...done thinking.

business",2.32,False,,,,,,,,,
"BMW to recall faulty diesel cars

BMW is to recall all cars equipped with a faulty diesel fuel-injection pump supplied b...",business,"Thinking...
We need to read article: BMW recall of faulty diesel pumps. Category? It's about automotive industry recall, safety, manufacturing. Could be ""Business"" or ""Economy"". The instructions: ""Om du tänker klassifiera kategorin som ekonomi skriv istället 'business'."" So if we think category is economy, we answer ""business"". But is it economy? It's about corporate recall, production stoppage. It's business news. So answer: business. Should we use ""Business"" or ""business""? They said ""skriv istället 'business'"". So lower case. So answer: business.
...done thinking.

business",1.4,False,,,,,,,,,
"Takeover rumour lifts Exel shares

Shares in storage and delivery firm Exel closed up 9% at a two-and-a-half year high o...",business,"Thinking...
We must read article. It's about takeover rumors of Exel shares. Category should be ""business"". They instruct: if thinking of ""ekonomi"" respond ""business"". So answer: ""business"".
...done thinking.

Business",0.7,False,,,,,,,,,
"Yukos accused of lying to court

Russian oil firm Yukos lied to a US court in an attempt to stop the Russian government ...",business,"Thinking...
We need to produce a single category. Article about Russian oil firm, court case, business, politics, economics. The instructions: ""Svara endast med en kategori (t.ex. Politik, Sport, Hälsa, Ekonomi, Kultur, etc.)"" and ""Om du tänker klassifiera kategorin som ekonomi skriv istället 'business'"". So category 'business' is appropriate. The article is about legal battle, business. So output: ""business"".
...done thinking.

business",1.31,False,,,,,,,,,
"Mexican in US send $16bn home

Mexican labourers living in the US sent a record $16.6bn (£8.82bn) home last year.

The B...",business,"Thinking...
We need to classify article in one simple category. Guidelines: respond only with one word category. Should be in English. If economy, use ""business"". So article about remittances, finance, Mexico economy. So category ""business"".
...done thinking.

Business",0.77,False,,,,,,,,,
"Home loan approvals rising again

The number of mortgages approved in the UK has risen for the first time since May last...",business,"Thinking...
We need to answer with a single category word in English, based on guidelines: If it's economy, respond with ""business"". Article about mortgage approvals, housing market, economic data. So category ""business"".
...done thinking.

Business",0.72,False,,,,,,,,,
"Manufacturing recovery 'slowing'

UK manufacturing grew at its slowest pace in one-and-a-half years in January, accordin...",business,"Thinking...
We have article about UK manufacturing PMI. It's economic news. They want category. ""If you think economics, write business."" So answer should be ""business"".
...done thinking.

Business",0.64,False,,,,,,,,,
"Worldcom boss 'left books alone'

Former Worldcom boss Bernie Ebbers, who is accused of overseeing an $11bn (£5.8bn) fra...",business,"Thinking...
We need to read article: It's about Worldcom boss Bernie Ebbers, fraud, trial. That's about business scandal. Category: ""business"". The user wants only one word, no other text. Must be in English. Also says: If thinking economics, write ""business"". So we output ""business"".
...done thinking.

business",0.9,False,,,,,,,,,
"Metlife buys up Citigroup insurer

US banking giant Citigroup has sold its Travelers Life & Annuity insurance arm to Met...",business,"Thinking...
We need to read article: it's about Metlife buying Citigroup's insurer. It's business/finance. We should answer with ""business"".
...done thinking.

business",0.6,False,,,,,,,,,
"Europe blames US over weak dollar

European leaders have openly blamed the US for the sharp rise in the value of the eur...",business,"Thinking...
We need to give one word category in English, one word. Article about European leaders blaming US over weak dollar, currency exchange, economic impact. Category is Business? They say ""if you think economy, write business"". So category: Business.
...done thinking.

Business",0.89,False,,,,,,,,,
"French wine gets 70m euro top-up

The French government is to hand its struggling wine industry 70m euros ($91m) in aid ...",business,"Thinking...
We need to read the news article and categorize into one simple category. Must answer with only one word. Must respond in English. If I think category is economy, I should write ""business"" instead.

We need to decide what category best fits the article: French wine industry gets aid. This is about economic aid to industry, supporting production, etc. It's about financial support. So it's an economic issue. But per instruction: if economy, respond ""business"". So output should be ""business"".
...done thinking.

Business",1.33,False,,,,,,,,,
"Russia gets investment blessing

Soaring oil sales and a budget surplus mean Russian debt is no longer a risky investmen...",business,"Thinking...
We need to classify the news article. The article is about Russian debt rating improvements, so economic/financial topic. According to instructions, we should respond with a single category, in English. If we think it's economics, we should write ""business"" instead of ""Economy"". So answer: ""business"".
...done thinking.

Business",0.89,False,,,,,,,,,
"Iranian MPs threaten mobile deal

Turkey's biggest private mobile firm could bail out of a $3bn ($1.6bn) deal to build a...",business,"Thinking...
We need to categorize the article in a single word category. The article is about Turkish MPs threatening a mobile deal, the parliament reducing stake, business deal. So the relevant category is ""business"" (since it's economic). So respond with ""business"". Ensure only that word, no quotes.
...done thinking.

business",0.94,False,,,,,,,,,
"Argentina closes $102.6bn debt swap

Argentina is set to close its $102.6bn (£53.51bn) debt restructuring offer for bond...",business,"Thinking...
We need to output a single word category. The article is about Argentina's debt swap, default, government. It's about finance. According to instructions: ""If you think of categorizing as ekonomi, write 'business' instead"". So category: Business. The instruction says: ""Svara på Engelska"" and ""Svara endast med en kategori (t.ex. Politik, Sport, Hälsa, Ekonomi, Kultur, etc.)"" ""Svara bara med en kategori, skriv ej Bussiness (economy) exempelvis utan endast svara med EN kategori"". Wait contradictory: The first bullet says ""Om du tänker klassifiera kategorin som ekonomi skriv istället 'business'"". So they want the category word ""business"". They also say ""Svara bara med en kategori, skriv ej Bussiness (economy) exempelvis utan endast svara med EN kategori"". That seems to mean don't write ""business"" in Swedish? They want English ""business"". So output: ""business"".
...done thinking.

business",2.2,False,,,,,,,,,
"US economy shows solid GDP growth

The US economy has grown more than expected, expanding at an annual rate of 3.8% in t...",business,"Thinking...
We must output a single category. It's an article about US GDP growth. So category: ""business"" as per instruction: if economy then business. Output just ""business"".
...done thinking.

business",0.67,False,,,,,,,,,
"Profits slide at India's Dr Reddy

Profits at Indian drugmaker Dr Reddy's fell 93% as research costs rose and sales flag...",business,"Thinking...
We need to read the article and pick a category: Options: Politics, Sport, Health, Economy, Culture, etc. Must be one word. The article is about Indian drugmaker Dr Reddy's profits, research costs, competition, etc. It's financial performance. It's ""business"" category. The user explicitly says: ""Om du tänker klassifiera kategorin som ekonomi skriv istället 'business'"". So answer: business.
...done thinking.

Business",1.15,False,,,,,,,,,
"Burren awarded Egyptian contracts

British energy firm Burren Energy has been awarded two potentially lucrative oil expl...",business,"Thinking...
We need to read the article: It's about a British energy firm awarded contracts in Egypt for oil exploration. It's about business, oil, contracts, exploration. The categories given: Politics, Sport, Health, Economy, Culture, etc. They say ""If you think category is economy write 'business'"". So we need to output ""business"". Ensure just one word.
...done thinking.

Business",1.0,False,,,,,,,,,
"'Strong dollar' call halts slide

The US dollar's slide against the euro and yen has halted after US Treasury Secretary ...",business,"Thinking...
The user wants a single word category, in English. They said ""Svara bara med en kategori, skriv ej Bussiness (economy) exempelvis utan endast svara med EN kategori"". Actually they instruct: ""Svara på Engelska"". ""Om du tänker klassifiera kategorin som ekonomi skriv istället 'business'."" So we need to output a single word category. The article is about currency, US dollar, Euro, economic policy. So category: ""business"" (they say if it's economy, say business). So output: business.
...done thinking.

business",1.47,False,,,,,,,,,
"IMF 'cuts' German growth estimate

The International Monetary Fund is to cut its 2005 growth forecast for the German eco...",business,"Thinking...
We need to output a single word category in English. The article is about IMF cutting German growth estimate. That is economic data. According to instructions: If I think it's economy, I should output ""business"". So answer should be ""business"".
...done thinking.

business",0.77,False,,,,,,,,,
"GM, Ford cut output as sales fall

US car firms General Motors (GM) and Ford have been forced to cut production in the f...",business,"Thinking...
We need one category: English word. This article about car sales, production cuts, automotive industry. So category: Business.
...done thinking.

Business",0.67,False,,,,,,,,,
"Ebbers denies WorldCom fraud

Former WorldCom chief Bernie Ebbers has denied claims that he knew accountants were doctor...",business,"Thinking...
We need to read article: It's about Bernie Ebbers denying fraud charges related to WorldCom collapse. It's a business-related news, about corporate fraud. The instructions: ""Svara på Engelska"", ""Om du tänker klassifiera kategorin som ekonomi skriv istället 'business'."" So answer should be a single word, English, category. Options include Politics, Sports, Health, Culture, etc. But we should use 'business'. So output: business.
...done thinking.

business",1.17,False,,,,,,,,,
"Australia rates at four year high

Australia is raising its benchmark interest rate to its highest level in four years d...",business,"Thinking...
We must output a single word category. It's an article about Australia's interest rate hikes, economic slowdown, inflation, etc. The user says: ""If you think the category is economy, write 'business'"". So output should be ""business"".

Thus the answer: business.
...done thinking.

Business",0.93,False,,,,,,,,,
