Text,Rätt Kategori,Modell_Kategori,Tid (s),Rätt,Model,Antal Artiklar,Korrekt Klassifikation,Accuracy,Precision,Recall,CPU,GPU,Genomsnitt tid för artiklar
"Bookmakers back Aviator for Oscar

The Aviator has been tipped by UK bookmakers as the favourite to win the best film aw...",entertainment,Kultur,0.17,False,,,,,,,,,
"Global release for Japan hit film

Oscar-winning animator Hayao Miyazaki's latest film, Howl's Moving Castle, is to be r...",entertainment,Culture,0.13,False,,,,,,,,,
"Ocean's Twelve raids box office

Ocean's Twelve, the crime caper sequel starring George Clooney, Brad Pitt and Julia Rob...",entertainment,Entertainment (Culture),0.19,False,,,,,,,,,
"Oscar nominee Dan O'Herlihy dies

Irish actor Dan O'Herlihy, who was nominated for best actor at the 1955 Oscars, has di...",entertainment,Culture,0.12,False,,,,,,,,,
"Berlin cheers for anti-Nazi film

A German movie about an anti-Nazi resistance heroine has drawn loud applause at Berlin...",entertainment,"This news article can be categorized under 'Culture'. The story primarily focuses on a German movie about an anti-Nazi resistance heroine, Sophie Scholl, and her final days. The film is competing for top prizes at the Berlin Film Festival. Additionally, another film, a South African adaptation of Bizet's opera Carmen in Xhosa language, also premiered at the same festival. So, both movies are related to Culture.",1.02,False,,,,,,,,,
"Wine comedy wins critics' award

Quirky comedy Sideways was named the best film of the year by the Los Angeles Film Crit...",entertainment,Kultur,0.13,False,,,,,,,,,
"Actor Foxx sees Globe nominations

US actor Jamie Foxx has been given two nominations for Golden Globe awards, with Mery...",entertainment,"Kultur (Entertainment, Arts)",0.17,False,,,,,,,,,
"Godzilla gets Hollywood fame star

Movie monster Godzilla has received a star on Hollywood's Walk of Fame, honouring bot...",entertainment,Kultur,0.14,False,,,,,,,,,
"God cut from Dark Materials film

The director and screenwriter of the film adaptation of Philip Pullman's His Dark Mate...",entertainment,Culture,0.18,False,,,,,,,,,
"Aviator wins top Globes accolades

The Aviator has been named best film at the Golden Globe Awards, with its star Leonar...",entertainment,This news article falls under the category of Entertainment or Arts.,0.31,False,,,,,,,,,
"Singer's film to show at festival

A documentary which takes a candid look at the life of chart-topping singer George Mi...",entertainment,"This news article can be categorized as 'Culture' or 'Entertainment'. The focus is on the George Michael documentary and its screening at the Berlin Film Festival, as well as interviews from other celebrities like Sting, Mariah Carey, Elton John, Noel Gallagher, Geri Halliwell and Simon Cowell.",0.79,False,,,,,,,,,
"Surprise win for anti-Bush film

Michael Moore's anti-Bush documentary Fahrenheit 9/11 has won best film at the US Peopl...",entertainment,"This article falls under the category of Culture or Politics, as it pertains to film awards and political commentary. A more specific category could be Film & Television (Culture) or Politics & Government (Politics). However, the main focus is on the Film & Television industry.",0.66,False,,,,,,,,,
"Da Vinci film to star Tom Hanks

Actor Tom Hanks and director Ron Howard are reuniting for The Da Vinci Code, an adaptat...",entertainment,Kultur,0.12,False,,,,,,,,,
"Controversial film tops festival

A controversial film starring Hollywood actor Kevin Bacon as a convicted paedophile wo...",entertainment,Kultur,0.14,False,,,,,,,,,
"Fockers retain film chart crown

Comedy Meet The Fockers has held on to the number one spot at the North American box of...",entertainment,Entertainment (Culture),0.2,False,,,,,,,,,
"Sundance to honour foreign films

International films will be given the same prominence as US films at next year's Sunda...",entertainment,"The given article can be categorized under the category: **Culture** (specifically, Film and Cinema)",0.36,False,,,,,,,,,
"Day-Lewis set for Berlin honour

Actor Daniel Day-Lewis is to be presented with an award for his career in film at the B...",entertainment,Kultur (Cultural Affairs),0.18,False,,,,,,,,,
"Downloads enter US singles chart

Digital music downloads are being included in the main US singles chart for the first ...",entertainment,This article falls under the category of: Music Industry,0.25,False,,,,,,,,,
"Glasgow hosts tsunami benefit gig

The top names in Scottish music are taking part in a benefit concert in aid of the vi...",entertainment,Kultur,0.13,False,,,,,,,,,
"Pop band Busted to 'take a break'

Chart-topping pop band Busted have confirmed that they plan to ""take a break"", follow...",entertainment,This article can be categorized as 'Entertainment' or 'Music'.,0.27,False,,,,,,,,,
"Streets have 'album of the year'

The Streets, aka British rapper and songwriter, Mike Skinner have topped a poll to fin...",entertainment,Kultur,0.13,False,,,,,,,,,
"Manics in charge of BBC 6 Music

The Manic Street Preachers are to take over the helm of BBC digital radio station 6 Mus...",entertainment,The category for this news article is: Culture,0.19,False,,,,,,,,,
"Media seek Jackson 'juror' notes

Reporters covering singer Michael Jackson's trial in California have asked to see ques...",entertainment,"The provided news article primarily focuses on the legal proceedings of Michael Jackson's trial for child molestation. Given this context, it would be most appropriate to categorize this article under 'Legal Affairs' or 'Courts'. Other possible categories could be 'Entertainment', as the subject is a celebrity, and 'Local News' since the trial is happening in California, but 'Legal Affairs' seems to best represent the main focus of the article.",1.03,False,,,,,,,,,
"Band Aid retains number one spot

The charity single by Band Aid 20 has held on the chart top spot for a second week, st...",entertainment,Kultur,0.14,False,,,,,,,,,
"Rap boss arrested over drug find

Rap mogul Marion ""Suge"" Knight has been arrested for violating his parole after he was...",entertainment,This news article can be categorized under the category of **Crime & Law**.,0.27,False,,,,,,,,,
"Elton plays Paris charity concert

Sir Elton John has performed at a special concert in Paris to raise money for the vic...",entertainment,Culture,0.13,False,,,,,,,,,
"Elvis set to top UK singles chart

Rock 'n' roll legend Elvis is set to top the UK singles chart on Sunday, 27 years aft...",entertainment,This news article falls under the category of 'Culture'.,0.21,False,,,,,,,,,
"Wal-Mart is sued over rude lyrics

The parents of a 13-year-old girl are suing US supermarket giant Wal-Mart over a CD b...",entertainment,Lawsuit (Legal Matters),0.2,False,,,,,,,,,
"Pete Doherty misses bail deadline

Singer Pete Doherty will have to spend the weekend in jail because he could not come ...",entertainment,Kultur,0.14,False,,,,,,,,,
"Rapper Snoop Dogg sued for 'rape'

US rapper Snoop Dogg has been sued for $25m (£13m) by a make-up artist who claimed he...",entertainment,Lawsuit / Legal Issues,0.2,False,,,,,,,,,
"Legendary music studio to close

The New York music studio where John Lennon spent his final hours is to close next mont...",entertainment,Culture,0.14,False,,,,,,,,,
"Rapper Jay-Z becomes label boss

Rap star Jay-Z is to become a record company executive after being put in charge of one...",entertainment,Business,0.16,False,,,,,,,,,
"REM concerts blighted by illness

US rock band REM have been forced to cancel concerts after bass player Mike Mills was ...",entertainment,Health,0.14,False,,,,,,,,,
"Ring of Fire hit co-writer dies

Merle Kilgore, co-writer of the country hit Ring of Fire, has died of congestive heart ...",entertainment,Health,0.13,False,,,,,,,,,
"'My memories of Marley...'

To mark the 60th anniversary of the birth of reggae star Bob Marley, Rob Partridge - Marley'...",entertainment,Kultur,0.23,False,,,,,,,,,
"Belle named 'best Scottish band'

Belle & Sebastian have been named the best Scottish band of all time after a three mon...",entertainment,Kultur,0.16,False,,,,,,,,,
"Dance music not dead says Fatboy

DJ Norman Cook - aka Fatboy Slim - has said that dance music is not dead, but has admi...",entertainment,Kultur,0.27,False,,,,,,,,,
"Label withdraws McFadden's video

The new video of former Westlife singer Brian McFadden has been pulled after a Dublin ...",entertainment,Entertainment (Culture),0.18,False,,,,,,,,,
"Byrds producer Melcher dies at 62

Record producer Terry Melcher, who was behind hits by the Byrds, Ry Cooder and the Be...",entertainment,Culture,0.14,False,,,,,,,,,
"Snow Patrol feted at Irish awards

Snow Patrol were the big winners in Ireland's top music honours, the Meteor Awards, p...",entertainment,Kultur,0.14,False,,,,,,,,,
"Doves soar to UK album summit

Manchester rock band Doves have entered the UK album chart at number one with their new r...",entertainment,"This news article falls under the category of ""Culture"" or ""Entertainment"". The focus is on music albums and singles, their chart positions, and artist collaborations.",0.42,False,,,,,,,,,
"Downloads enter US singles chart

Digital music downloads are being included in the main US singles chart for the first ...",entertainment,"This article falls under the category of **Entertainment / Music** as it discusses the inclusion of digital music downloads in the US singles chart, a significant development within the music industry.",0.5,False,,,,,,,,,
"Top gig award for Scissor Sisters

New York band Scissor Sisters have won a gig of the year award for their performance ...",entertainment,Category: Culture,0.15,False,,,,,,,,,
"Brits return Keane to number one

Brits success has helped return Keane's award-winning album Hopes and Fears back to th...",entertainment,This news article can be categorized under 'Entertainment' or 'Music'.,0.28,False,,,,,,,,,
"Charity single for quake relief

Singers including Sir Cliff Richard and Boy George are recording a charity single to he...",entertainment,"The provided article is about a Charity single for disaster relief, thus the appropriate category would be 'Culture & Arts'.",0.37,False,,,,,,,,,
"Franz man seeks government help

Franz Ferdinand frontman Alex Kapranos has called for more government help for musician...",entertainment,Kultur,0.4,False,,,,,,,,,
"Hard act to follow for OutKast

US rap duo OutKast's trio of trophies at the MTV Europe Awards crowns a year of huge suc...",entertainment,Kultur,0.18,False,,,,,,,,,
"Sir Paul rocks Super Bowl crowds

Sir Paul McCartney wowed fans with a live mini-concert at American football's Super Bo...",entertainment,Entertainment,0.18,True,,,,,,,,,
"Rock group Korn's guitarist quits

The guitarist with US rock band Korn has quit the music business, saying he made the ...",entertainment,Kultur,0.13,False,,,,,,,,,
"Vibe awards back despite violence

The US Vibe awards will be held again next year despite a stabbing which happened dur...",entertainment,Culture,0.13,False,,,,,,,,,
"'Christmas song formula' unveiled

A formula for the ultimate Christmas single has been revealed by chart bible British ...",entertainment,Culture,0.14,False,,,,,,,,,
"Glastonbury fans to get ID cards

Fans who buy tickets for this year's Glastonbury festival will be issued with photo ID...",entertainment,Kultur,0.16,False,,,,,,,,,
"Queen recruit singer for new tour

The remaining members of rock band Queen are to go on tour next year with former Free...",entertainment,Kultur,0.16,False,,,,,,,,,
"U2 to play at Grammy awards show

Irish rock band U2 are to play live at the Grammy Awards presentation in the US next m...",entertainment,Kultur,0.12,False,,,,,,,,,
"Rock band U2 break ticket record

U2 have smashed Irish box office records with ticket sales for their Dublin concerts, ...",entertainment,Culture,0.14,False,,,,,,,,,
"Police praise 'courageous' Ozzy

Rock star Ozzy Osbourne has been praised by police for ""very courageously"" tackling a b...",entertainment,Crime,0.25,False,,,,,,,,,
"New York rockers top talent poll

New York electro-rock group The Bravery have come top of the BBC News website's Sound ...",entertainment,Kultur,0.22,False,,,,,,,,,
"Blair buys copies of new Band Aid

Prime Minister Tony Blair purchased two copies of the charity single Band Aid 20 in E...",entertainment,"Kultur (Music, Charity)",0.23,False,,,,,,,,,
"Eminem beats Elvis to number one

Rapper Eminem has denied Elvis his fourth number one of the year, after his song, Like...",entertainment,Culture,0.13,False,,,,,,,,,
"Sir Paul rocks Super Bowl crowds

Sir Paul McCartney wowed fans with a live mini-concert at American football's Super Bo...",entertainment,Entertainment (Culture),0.2,False,,,,,,,,,
"J-Lo and husband plan debut duet

Singers Jennifer Lopez and husband Marc Anthony, a Latin pop star, are to perform a du...",entertainment,Kultur,0.16,False,,,,,,,,,
"Beastie Boys win sampling battle

US rappers Beastie Boys have won their long-running battle over the use of a sample in...",entertainment,This news article can be categorized as: Law & Legislation,0.25,False,,,,,,,,,
"Pupils to get anti-piracy lessons

Lessons on music piracy and copyright issues are to be taught to secondary school pup...",entertainment,Culture (Music Industry),0.21,False,,,,,,,,,
"Spector facing more legal action

Music producer Phil Spector is facing legal action from the mother of the actress he h...",entertainment,Lawsuit (Legal matters),0.21,False,,,,,,,,,
"Usher leads Billboard nominations

R&B singer Usher is leading the race for the Billboard awards with nominations in 13 ...",entertainment,Kultur,0.13,False,,,,,,,,,
"Eminem secret gig venue revealed

Rapper Eminem is to play an intimate gig in London on Saturday, following a show on th...",entertainment,Culture,0.15,False,,,,,,,,,
"Beatles suits sell for $110,000

Four suits worn by the Beatles on their Please Please Me album cover have sold for $110...",entertainment,Business,0.17,False,,,,,,,,,
"OutKast win at MTV Europe Awards

US hip-hop duo OutKast have capped a year of award glory with three prizes at the MTV ...",entertainment,This news article falls under the category of Entertainment.,0.31,False,,,,,,,,,
"Oasis star fined for German brawl

Oasis singer Liam Gallagher has been fined 50,000 euros (£35,000) after a fight in a ...",entertainment,Criminal Justice,0.15,False,,,,,,,,,
"Disputed Nirvana box set on sale

A box set featuring 68 unreleased Nirvana tracks has gone on sale in the US, after yea...",entertainment,Culture,0.14,False,,,,,,,,,
"Usher leads Soul Train shortlist

Chart-topping R&B star Usher is leading the field at this year's Soul Train Awards, wi...",entertainment,Kultur,0.16,False,,,,,,,,,
"US charity anthem is re-released

We Are The World, the American charity anthem inspired by the success of Band Aid, has...",entertainment,Kultur,0.12,False,,,,,,,,,
"Queen recruit singer for new tour

The remaining members of rock band Queen are to go on tour next year with former Free...",entertainment,Culture,0.16,False,,,,,,,,,
"Band Aid 20 single storms to No 1

The new version of the Band Aid song Do They Know It's Christmas? has gone straight i...",entertainment,Culture,0.17,False,,,,,,,,,
"iTunes now selling Band Aid song

Ipod owners can now download the Band Aid single from iTunes after Apple reached agree...",entertainment,This news article falls under the category of: Business,0.21,False,,,,,,,,,
"Court halts Mark Morrison album

Premiership footballer and record company boss Kevin Campbell has gained a court injunc...",entertainment,Business,0.17,False,,,,,,,,,
"Prince crowned 'top music earner'

Prince earned more than any other pop star in 2004, beating artists such Madonna and ...",entertainment,Business (Ekonomi),0.21,False,,,,,,,,,
"Early Elvis recordings go on sale

Some of Elvis Presley's earliest recordings - including takes of All Shook Up - are g...",entertainment,Kultur,0.14,False,,,,,,,,,
"Parker's saxophone heads auction

A saxophone belonging to legendary jazz musician Charlie Parker is expected to fetch u...",entertainment,"The article can be categorized as 'Culture' or 'Arts'. It discusses an auction of jazz memorabilia, featuring items from various musicians such as Charlie Parker, John Coltrane, Benny Goodman, Ella Fitzgerald, Dizzy Gillespie, JJ Johnson, and Lionel Hampton. The article mentions musical instruments, handwritten sheet music, evening gowns, and works of art by these musicians. Additionally, the auction's proceeds will go towards several organizations, including foundations in memory of some of these jazz greats.",1.24,False,,,,,,,,,
"Comic Morris returns with sitcom

Comedian Chris Morris, who created controversial TV show Brass Eye, is to return to sc...",entertainment,Kultur,0.14,False,,,,,,,,,
"TV station refuses adoption show

A TV station in the US has refused to show a controversial new series where adopted ch...",entertainment,Entertainment,0.16,True,,,,,,,,,
"A-listers flock to Gervais sitcom

Hollywood actors Samuel L Jackson and Ben Stiller have signed up for Ricky Gervais' n...",entertainment,Kultur,0.17,False,,,,,,,,,
"Campaigners attack MTV 'sleaze'

MTV has been criticised for ""incessant sleaze"" by television indecency campaigners in t...",entertainment,Media and Entertainment,0.19,False,,,,,,,,,
"US actor 'found with gun residue'

Actor Robert Blake had gunshot residue on his hands and clothes the night his wife wa...",entertainment,Crime,0.14,False,,,,,,,,,
"EastEnders 'is set for US remake'

Plans to create a US soap based on the BBC's EastEnders have reportedly been drawn up...",entertainment,Kultur,0.12,False,,,,,,,,,
"US 'to raise TV indecency fines'

US politicians are proposing a tough new law aimed at cracking down on indecency and b...",entertainment,Politics,0.16,False,,,,,,,,,
"Eurovision 'greats' to do battle

Stars of the Eurovision Song Contest from the show's 50-year history are to compete ag...",entertainment,Kultur (Culture),0.16,False,,,,,,,,,
"UK TV channel rapped for CSI ad

TV channel Five has been criticised for sending ""offensive"" and ""threatening"" advertisi...",entertainment,Marketing/Advertising,0.17,False,,,,,,,,,
"X Factor show gets second series

TV talent show The X Factor is to return for a second series after being recommissione...",entertainment,Entertainment,0.13,True,,,,,,,,,
"Alicia Keys to open US Super Bowl

R&B star Alicia Keys is to open February's Super Bowl singing a song only previously ...",entertainment,Entertainment,0.14,True,,,,,,,,,
"'Comeback' show for Friends star

Friends actress Lisa Kudrow is to play the lead role in a new series about a one-time ...",entertainment,Culture,0.14,False,,,,,,,,,
"Hillbillies singer Scoggins dies

Country and Western musician Jerry Scoggins has died in Los Angeles at the age of 93, ...",entertainment,Entertainment (Culture),0.15,False,,,,,,,,,
"Branson show flops on US screens

Entrepreneur Sir Richard Branson's US TV show, The Rebel Billionaire, is proving a flo...",entertainment,Business (Economy),0.18,False,,,,,,,,,
"Housewives lift Channel 4 ratings

The debut of US television hit Desperate Housewives has helped lift Channel 4's Janua...",entertainment,This news article can be categorized as: Entertainment/Television,0.23,False,,,,,,,,,
"McCririck out of Big Brother show

Racing pundit John McCririck has become the latest contestant to be evicted from Cele...",entertainment,Entertainment,0.13,True,,,,,,,,,
"Chris Evans back on the market

Broadcaster Chris Evans has begun selling thousands of his possessions from a stall in C...",entertainment,Kultur,0.24,False,,,,,,,,,
"Top stars join US tsunami TV show

Brad Pitt, Robert De Niro and Hugh Grant have been added to the line-up for a two-hou...",entertainment,Kultur,0.19,False,,,,,,,,,
"Star Trek fans fight to save show

Star Trek fans have taken out a full-page ad in the Los Angeles Times in an attempt t...",entertainment,Kultur,0.16,False,,,,,,,,,
"Top of the Pops leaves BBC One

The BBC's flagship pop music programme Top of the Pops is to move from BBC One on Friday...",entertainment,Culture,0.17,False,,,,,,,,,
"Oscar host Rock to keep it clean

Oscar host Chris Rock said he will steer clear of bad language when he fronts the awar...",entertainment,Kultur (Culture),0.16,False,,,,,,,,,
"Johnny and Denise lose Passport

Johnny Vaughan and Denise Van Outen's Saturday night entertainment show Passport to Par...",entertainment,Entertainment,0.12,True,,,,,,,,,
"Double eviction from Big Brother

Model Caprice and Holby City actor Jeremy Edwards have both left the Celebrity Big Bro...",entertainment,Entertainment,0.14,True,,,,,,,,,
"Celebrities get their skates on

Former England footballer Paul Gascoigne will join EastEnders' actress Scarlett Johnson...",entertainment,Entertainment,0.13,True,,,,,,,,,
"Holmes wins '2004 top TV moment'

Sprinter Kelly Holmes' Olympic victory has been named the top television moment of 200...",entertainment,Sports,0.13,False,,,,,,,,,
"Veteran comic Cyril Fletcher dies

Veteran comedian and broadcaster Cyril Fletcher has died aged 91 at his home in Guern...",entertainment,Culture,0.17,False,,,,,,,,,
"Little Britain vies for TV trophy

BBC hits Little Britain and Strictly Come Dancing are among numerous British shows no...",entertainment,Culture,0.18,False,,,,,,,,,
"Springer criticises Opera musical

Talk show host Jerry Springer, whose programme inspired the controversial opera shown...",entertainment,Kultur,0.14,False,,,,,,,,,
"CSI shows give 'unrealistic view'

People have unrealistic expectations of forensic science thanks to the success of the...",entertainment,Entertainment (Kultur),0.24,False,,,,,,,,,
"Ethnic producers 'face barriers'

Minority ethnic led (Mel) production companies face barriers in succeeding in the film...",entertainment,Kultur,0.13,False,,,,,,,,,
"US TV special for tsunami relief

A US television network will screen a celebrity TV special to benefit the tsunami reli...",entertainment,"This news article can be categorized under ""Culture"" or ""Entertainment"". The focus is on a celebrity TV special aimed at raising funds for tsunami relief, with no direct emphasis on politics, sports, health, or business.",0.55,False,,,,,,,,,
"Gervais writing Simpsons episode

The Office's Ricky Gervais is writing an episode of hit US cartoon The Simpsons, follo...",entertainment,Kultur,0.13,False,,,,,,,,,
"John Peel replacement show begins

The permanent replacement for late DJ John Peel's BBC Radio 1 show goes on air on Tue...",entertainment,Kultur,0.19,False,,,,,,,,,
"Brookside actress Keaveney dies

Actress Anna Keaveney, who appeared in Brookside, My Family and A Touch of Frost, has d...",entertainment,Health (Medicine),0.17,False,,,,,,,,,
"&#163;1.8m indecency fine for Viacom

Media giant Viacom has paid out $3.5m (£1.8m) to end investigations into indecency...",entertainment,Business,0.14,False,,,,,,,,,
"Celebrities get to stay in jungle

All four contestants still remain in I'm A Celebrity ... Get Me Out Of Here as no evi...",entertainment,Entertainment,0.13,True,,,,,,,,,
"Triple triumph for Little Britain

Top TV cult hit Little Britain has triumphed over The Office at the 15th annual Briti...",entertainment,Kultur,0.22,False,,,,,,,,,
"BBC 'should allow more scrutiny'

MPs have urged the BBC to give watchdogs more freedom to scrutinise how £2bn in licenc...",entertainment,Business (Ekonomi),0.23,False,,,,,,,,,
"Greer attacks 'bully' Big Brother

Germaine Greer has criticised Celebrity Big Brother's ""bullying"" of housemates after ...",entertainment,"Culture (Entertainment, Media)",0.26,False,,,,,,,,,
"No charges against TV's Cosby

US comedian Bill Cosby will not face charges stemming from an allegation of sexual miscon...",entertainment,"This news article falls under the category of ""Legal Affairs"" or ""Crime and Justice"".",0.3,False,,,,,,,,,
"Wife Swap makers sue US 'copycat'

The British producers of US Wife Swap are taking legal action against a show they cla...",entertainment,"This news article can be categorized as ""Legal Issues"" or ""Entertainment Industry"".",0.29,False,,,,,,,,,
"Show over for MTV's The Osbournes

Rock star Ozzy Osbourne has said his family will not make any more episodes of realit...",entertainment,Culture,0.16,False,,,,,,,,,
"Jungle TV show ratings drop by 4m

The finale of ITV1's I'm a Celebrity... Get Me Out of Here drew an average of 10.9m v...",entertainment,Entertainment,0.17,True,,,,,,,,,
"Duran Duran show set for US TV

Chart stars Duran Duran are to appear in a VH1 special in the US including interviews an...",entertainment,Kultur,0.13,False,,,,,,,,,
"US show sued for rat-eating stunt

A US TV network is being sued for $2.5m (£1.3m) by a viewer who says he was disgusted...",entertainment,Health,0.13,False,,,,,,,,,
"Muslim group attacks TV drama 24

A British Muslim group has criticised the new series of US drama 24, which is about to...",entertainment,Culture,0.13,False,,,,,,,,,
"Brookside creator's Channel 4 bid

The creator of defunct TV soap Brookside has written to the culture minister to offer...",entertainment,Kultur,0.12,False,,,,,,,,,
"Little Britain two top comic list

Little Britain stars Matt Lucas and David Walliams have been named the most powerful ...",entertainment,Kultur,0.13,False,,,,,,,,,
"TV show unites Angolan families

Angolan families who are attempting to track each other down, after being separated by ...",entertainment,The category for this news article is Social Issues or Human Interest.,0.33,False,,,,,,,,,
"Volcano drama erupts on BBC One

Supervolcano, a docu-drama about a volcanic eruption in Yellowstone National Park in th...",entertainment,Kultur,0.2,False,,,,,,,,,
"South Bank Awards honour hit soap

Coronation Street has become the first soap to triumph at the South Bank Show Awards,...",entertainment,Kultur,0.14,False,,,,,,,,,
"Housewives lift Channel 4 ratings

The debut of US television hit Desperate Housewives has helped lift Channel 4's Janua...",entertainment,"This news article falls under the category of 'Culture' or 'Entertainment'. The focus is on television ratings and specific shows like Desperate Housewives, Celebrity Big Brother, and The Simpsons.",0.52,False,,,,,,,,,
"Baywatch dubbed 'worst TV import'

Surf show Baywatch has won the title of worst TV import of all time in a poll of UK t...",entertainment,Culture,0.13,False,,,,,,,,,
"Stern dropped from radio stations

Controversial DJ Howard Stern has been dropped from four US radio stations because he...",entertainment,Business (Media & Entertainment),0.19,False,,,,,,,,,
"US TV host Clark suffers stroke

Veteran US television host Dick Clark is in hospital in Los Angeles after suffering a m...",entertainment,Health,0.13,False,,,,,,,,,
"New media battle for Bafta awards

The BBC leads the nominations for the Bafta Interactive Awards, including one for the...",entertainment,Technology (or Digital Media),0.19,False,,,,,,,,,
"Bets off after Big Brother 'leak'

A bookmaker has stopped taking bets on Celebrity Big Brother after claiming ""sensitiv...",entertainment,Entertainment,0.18,True,,,,,,,,,
"School tribute for TV host Carson

More than 1,000 people turned out on Sunday to pay tribute to late US TV presenter Jo...",entertainment,Kultur,0.13,False,,,,,,,,,
"Singer Ferguson 'facing eviction'

Three Degrees star Sheila Ferguson is the favourite to be evicted from ITV's I'm A Ce...",entertainment,Entertainment (Culture),0.17,False,,,,,,,,,
"Farrell due to make US TV debut

Actor Colin Farrell is to make his debut on US television in medical sitcom Scrubs, acc...",entertainment,Culture,0.14,False,,,,,,,,,
"Stallone evicted from Big Brother

Jackie Stallone, mother of actor Sylvester, has become the first star to be evicted f...",entertainment,Entertainment,0.16,True,,,,,,,,,
"Fox 'too reliant on reality TV'

The head of US TV network Fox has admitted the broadcaster had relied too heavily on re...",entertainment,Entertainment,0.16,True,,,,,,,,,
"George Michael to perform for BBC

George Michael is to perform live at London's Abbey Road studios as part of a BBC Rad...",entertainment,Kultur,0.13,False,,,,,,,,,
"Joy Division story to become film

The life of late Joy Division singer Ian Curtis is to be made into a film, it has bee...",entertainment,"The given news article can be categorized under 'Culture' or 'Arts'. This is due to the focus on a film production based on the life of Joy Division singer Ian Curtis, involving music personalities and being directed by Anton Corbijn who has made music movies for Depeche Mode and U2.",0.74,False,,,,,,,,,
"New York rockers top talent poll

New York electro-rock group The Bravery have come top of the BBC News website's Sound ...",entertainment,Kultur,0.22,False,,,,,,,,,
"Aaliyah claim dismissed by court

Late R&B star Aaliyah's record company has failed in an attempt to sue the video produ...",entertainment,"This article belongs to the category of ""Law & Justice"".",0.24,False,,,,,,,,,
"Three DJs replace Peel radio show

The late John Peel's BBC Radio 1 show is to be succeeded in February by three shows h...",entertainment,Culture,0.18,False,,,,,,,,,
"Connick Jr to lead Broadway show

Singer and actor Harry Connick Jr is to star in a Broadway revival of 1950s hit musica...",entertainment,Culture,0.13,False,,,,,,,,,
"Elvis fans hold birthday bash

Elvis fans around the world have been marking the legendary singer's 70th birthday on Sat...",entertainment,Kultur,0.13,False,,,,,,,,,
"Elvis regains top chart position

Elvis Presley has scored his 19th number one single in the UK charts with the re-relea...",entertainment,Kultur,0.16,False,,,,,,,,,
"Pop band Busted to 'take a break'

Chart-topping pop band Busted have confirmed that they plan to ""take a break"", follow...",entertainment,Kultur,0.14,False,,,,,,,,,
"Franz Ferdinand's art school lesson

Scottish rock band Franz Ferdinand, who shot to prominence in 2004, have won two Br...",entertainment,Culture,0.22,False,,,,,,,,,
"Singer Knight backs anti-gun song

R&B star Beverley Knight said she sang on an anti-gun single after being ""haunted"" by...",entertainment,Kultur (Culture),0.17,False,,,,,,,,,
"Portishead back after eight years

Cult British group Portishead have revealed they are writing their third album, their...",entertainment,"This news article falls under the category of ""Culture"" or ""Music"".",0.27,False,,,,,,,,,
"Fightstar take to the stage

Charlie Simpson took his new band Fightstar to the stage on Friday night, just hours after ...",entertainment,Kultur (Music),0.22,False,,,,,,,,,
"Elvis 'set for chart hat-trick'

The late US legend Elvis Presley is likely to score his third UK number one single in t...",entertainment,Kultur,0.14,False,,,,,,,,,
"Youssou N'Dour wins music prize

Senegalese musician Youssou N'Dour has been named a winner of a BBC Radio 3 World Music...",entertainment,The article can be categorized under the category: Music.,0.23,False,,,,,,,,,
"TOTP turns to Elvis impersonator

Top of the Pops has turned to the star of Elvis Presley musical Jailhouse Rock after t...",entertainment,The article can be categorized as 'Culture' or 'Entertainment'.,0.25,False,,,,,,,,,
"Blue beat U2 to top France honour

Irish band U2 have been honoured at France's biggest music awards, but were beaten to...",entertainment,Category: Culture,0.14,False,,,,,,,,,
"Ten-year tragedy of missing Manic

Richey Edwards, guitarist and lyricist for The Manic Street Preachers, vanished 10 ye...",entertainment,Category: Culture,0.27,False,,,,,,,,,
"Mogul Wilson backing UK rap band

Tony Wilson, the music mogul who established the influential Factory Records in the 19...",entertainment,Kultur,0.18,False,,,,,,,,,
"Singer Sizzla jailed for swearing

Reggae star Sizzla, whose UK tour was cancelled after protests at his ""anti-gay"" lyri...",entertainment,Culture,0.13,False,,,,,,,,,
"Spears seeks aborted tour payment

Singer Britney Spears is suing eight insurance companies that have refused to reimbur...",entertainment,This article falls under the category of: Business (Economy),0.25,False,,,,,,,,,
"Deal to ban 'homophobic' reggae

The reggae industry is to refuse to release or stage concerts featuring homophobic song...",entertainment,Culture,0.2,False,,,,,,,,,
"Soul sensation ready for awards

South West teenage singing sensation, Joss Stone, has been nominated in three categorie...",entertainment,Kultur,0.12,False,,,,,,,,,
"Prince crowned 'top music earner'

Prince earned more than any other pop star in 2004, beating artists such Madonna and ...",entertainment,Business (Ekonomi),0.21,False,,,,,,,,,
"Brit awards for Devon music acts

Devon singer Joss Stone and rock band Muse won coveted Brit awards during the event's ...",entertainment,The article can be categorized under: Music (Culture),0.27,False,,,,,,,,,
"Rock star sued by ex-girlfriend

Motley Crue guitarist Mick Mars is being sued by his ex-girlfriend for $10 million (£5....",entertainment,"The category for this news article is ""Law & Crime""",0.23,False,,,,,,,,,
